domain,model,temperature,method,k,method_detail,dataset_tag,batch_size,isl,osl,evidence_state,source_kind,source_file,clean_status_match,row_count,label_or_job_examples
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,verified | verified_osl32k_qwen235b_pard_k11,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,11,pard_k11,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,11,pard_k11,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,full | full_osl32k_qwen235b_pard_k11,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,verified | verified_osl32k_qwen235b_pard_k11,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,full | full_osl32k_qwen235b_pard_k11,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,verified | verified_osl32k_qwen235b_pard_k11,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,11,pard_k11,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,11,pard_k11,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,full | full_osl32k_qwen235b_pard_k11,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,verified | verified_osl32k_qwen235b_pard_k11,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,full | full_osl32k_qwen235b_pard_k11,8,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,verified | verified_osl32k_qwen235b_pard_k11,8,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,11,pard_k11,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl,16,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,11,pard_k11,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl,16,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,full | full_osl32k_qwen235b_pard_k11,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,verified | verified_osl32k_qwen235b_pard_k11,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,full | full_osl32k_qwen235b_pard_k11,16,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,verified | verified_osl32k_qwen235b_pard_k11,16,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,11,pard_k11,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl,32,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,11,pard_k11,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl,32,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,full | full_osl32k_qwen235b_pard_k11,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,verified | verified_osl32k_qwen235b_pard_k11,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,full | full_osl32k_qwen235b_pard_k11,32,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k11,11,pard_k11,verified | verified_osl32k_qwen235b_pard_k11,32,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_pard_k11
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,9,pard_k9,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_source_batch_only,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,9,pard_k9,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_source_batch_only,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,full | full_osl32k_qwen235b_pard_k9,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,verified | verified_osl32k_qwen235b_pard_k9,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,full | full_osl32k_qwen235b_pard_k9,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,verified | verified_osl32k_qwen235b_pard_k9,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,9,pard_k9,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,9,pard_k9,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,full | full_osl32k_qwen235b_pard_k9,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,verified | verified_osl32k_qwen235b_pard_k9,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,full | full_osl32k_qwen235b_pard_k9,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,verified | verified_osl32k_qwen235b_pard_k9,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,9,pard_k9,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,9,pard_k9,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,full | full_osl32k_qwen235b_pard_k9,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,verified | verified_osl32k_qwen235b_pard_k9,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,full | full_osl32k_qwen235b_pard_k9,8,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,verified | verified_osl32k_qwen235b_pard_k9,8,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,9,pard_k9,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl,16,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,9,pard_k9,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl,16,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,full | full_osl32k_qwen235b_pard_k9,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,verified | verified_osl32k_qwen235b_pard_k9,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,full | full_osl32k_qwen235b_pard_k9,16,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,verified | verified_osl32k_qwen235b_pard_k9,16,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,9,pard_k9,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl,32,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard,9,pard_k9,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl,32,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,full | full_osl32k_qwen235b_pard_k9,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,verified | verified_osl32k_qwen235b_pard_k9,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,full | full_osl32k_qwen235b_pard_k9,32,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,pard_k9,9,pard_k9,verified | verified_osl32k_qwen235b_pard_k9,32,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_pard_k9
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,,suffix,,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133884
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,,suffix,,1,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,2,2138640; 2133936
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,,suffix,,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133884
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,,suffix,,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133936
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,16,suffix_k16,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k16_arctic_20260614_temp1rl,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_source_batch_only,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,16,suffix_k16,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k16_arctic_20260614_temp1rl,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_source_batch_only,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,full | full_osl32k_qwen235b_suffix_k16,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,verified | verified_osl32k_qwen235b_suffix_k16,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,full | full_osl32k_qwen235b_suffix_k16,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,verified | verified_osl32k_qwen235b_suffix_k16,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,16,suffix_k16,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k16_arctic_20260614_temp1rl,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,16,suffix_k16,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k16_arctic_20260614_temp1rl,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,full | full_osl32k_qwen235b_suffix_k16,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,verified | verified_osl32k_qwen235b_suffix_k16,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,full | full_osl32k_qwen235b_suffix_k16,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,verified | verified_osl32k_qwen235b_suffix_k16,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,16,suffix_k16,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k16_arctic_20260614_temp1rl,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,16,suffix_k16,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k16_arctic_20260614_temp1rl,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,full | full_osl32k_qwen235b_suffix_k16,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,verified | verified_osl32k_qwen235b_suffix_k16,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,full | full_osl32k_qwen235b_suffix_k16,8,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,verified | verified_osl32k_qwen235b_suffix_k16,8,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,16,suffix_k16,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k16_arctic_20260614_temp1rl,16,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,16,suffix_k16,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k16_arctic_20260614_temp1rl,16,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,full | full_osl32k_qwen235b_suffix_k16,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,verified | verified_osl32k_qwen235b_suffix_k16,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,full | full_osl32k_qwen235b_suffix_k16,16,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,verified | verified_osl32k_qwen235b_suffix_k16,16,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,16,suffix_k16,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k16_arctic_20260614_temp1rl,32,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,16,suffix_k16,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k16_arctic_20260614_temp1rl,32,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,full | full_osl32k_qwen235b_suffix_k16,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,verified | verified_osl32k_qwen235b_suffix_k16,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_suffix_k16
