checked_at,job_id,method_detail,state,live_generation_tok_s,live_generation_samples,live_speedup_vs_baseline,live_mean_acceptance_length,live_accepted_tok_s,live_drafted_tok_s,live_draft_acceptance_pct,live_spec_samples,latest_generation_line,latest_spec_line,logs_dir
2026-06-13T08:04:13+02:00,3288922,official_pard2_k9,RUNNING,6.34,5,0.775,1.00,0.00,57.11,0.00,5,"INFO 06-12 23:04:06 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 2.0%, Prefix cache hit rate: 0.0%","INFO 06-12 23:04:06 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.00, Accepted throughput: 0.00 tokens/s, Drafted throughput: 57.10 tokens/s, Accepted: 0 tokens, Drafted: 576 tokens, Per-position acceptance rate: 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 0.0%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T08:04:14+02:00,3288926,eagle3_k9,RUNNING,20.06,5,2.452,3.00,13.39,60.15,22.26,5,"INFO 06-12 23:04:08 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 20.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.0%, Prefix cache hit rate: 0.0%","INFO 06-12 23:04:08 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 3.04, Accepted throughput: 13.87 tokens/s, Drafted throughput: 61.08 tokens/s, Accepted: 139 tokens, Drafted: 612 tokens, Per-position acceptance rate: 0.838, 0.515, 0.515, 0.176, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 22.7%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T08:04:15+02:00,3288919,pard_k11,RUNNING,45.96,5,5.619,7.11,39.48,71.11,55.50,5,"INFO 06-12 23:04:11 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 44.0 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 17.0%","INFO 06-12 23:04:11 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 6.88, Accepted throughput: 37.57 tokens/s, Drafted throughput: 70.34 tokens/s, Accepted: 376 tokens, Drafted: 704 tokens, Per-position acceptance rate: 0.984, 0.953, 0.938, 0.922, 0.844, 0.516, 0.344, 0.281, 0.094, 0.000, 0.000, Avg Draft acceptance rate: 53.4%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T08:04:17+02:00,3288921,official_pard2_k11,RUNNING,6.32,5,0.773,1.00,0.00,69.73,0.00,5,"INFO 06-12 23:04:10 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 2.1%, Prefix cache hit rate: 0.0%","INFO 06-12 23:04:10 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.00, Accepted throughput: 0.00 tokens/s, Drafted throughput: 69.60 tokens/s, Accepted: 0 tokens, Drafted: 704 tokens, Per-position acceptance rate: 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 0.0%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T08:04:18+02:00,3288927,eagle3_k11,RUNNING,20.28,5,2.479,3.00,13.53,74.39,18.18,5,"INFO 06-12 23:04:14 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 20.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.7%, Prefix cache hit rate: 0.0%","INFO 06-12 23:04:14 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 3.03, Accepted throughput: 13.78 tokens/s, Drafted throughput: 74.68 tokens/s, Accepted: 138 tokens, Drafted: 748 tokens, Per-position acceptance rate: 0.971, 0.574, 0.368, 0.118, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 18.4%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T08:38:52+02:00,3288484,baseline,RUNNING,7.76,5,1.000,,,,,0,"INFO 06-12 23:38:52 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 7.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 21.1%",,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_baseline_offset0_n4_isl4096_osl32768_bs1_2_k0_20260613_oci_math
2026-06-13T08:38:54+02:00,3288487,suffix_k32,FAILED,,0,,,,,,0,,,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_20260613_oci_math
2026-06-13T08:38:55+02:00,3288488,pard_k5,RUNNING,42.62,5,5.492,3.33,29.81,63.96,46.62,5,"INFO 06-12 23:38:48 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 42.5 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 3.4%, Prefix cache hit rate: 43.5%","INFO 06-12 23:38:48 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 3.33, Accepted throughput: 29.72 tokens/s, Drafted throughput: 63.83 tokens/s, Accepted: 298 tokens, Drafted: 640 tokens, Per-position acceptance rate: 0.930, 0.734, 0.484, 0.164, 0.016, Avg Draft acceptance rate: 46.6%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260613_oci_math
2026-06-13T08:38:57+02:00,3288490,official_pard2_k1,RUNNING,5.76,5,0.742,1.04,0.24,5.54,4.32,5,"INFO 06-12 23:38:47 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 5.9 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 2.0%, Prefix cache hit rate: 43.6%","INFO 06-12 23:38:47 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.05, Accepted throughput: 0.30 tokens/s, Drafted throughput: 5.57 tokens/s, Accepted: 3 tokens, Drafted: 56 tokens, Per-position acceptance rate: 0.054, Avg Draft acceptance rate: 5.4%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k1_20260613_oci_math
2026-06-13T08:38:58+02:00,3288491,eagle3_k3,RUNNING,46.14,5,5.946,3.02,30.88,45.81,67.40,5,"INFO 06-12 23:38:56 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 45.5 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.9%, Prefix cache hit rate: 33.5%","INFO 06-12 23:38:56 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 3.00, Accepted throughput: 30.34 tokens/s, Drafted throughput: 45.52 tokens/s, Accepted: 304 tokens, Drafted: 456 tokens, Per-position acceptance rate: 0.895, 0.730, 0.375, Avg Draft acceptance rate: 66.7%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260613_oci_math
2026-06-13T08:38:59+02:00,3288594,suffix_k32,COMPLETED,88.70,5,11.430,11.25,80.82,92.64,87.22,5,"INFO 06-12 22:38:08 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 87.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.5%, Prefix cache hit rate: 59.3%","INFO 06-12 22:38:08 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 11.22, Accepted throughput: 79.50 tokens/s, Drafted throughput: 91.47 tokens/s, Accepted: 797 tokens, Drafted: 917 tokens, Per-position acceptance rate: 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.744, 0.744, 0.744, 0.744, 0.744, 0.500, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 86.9%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_20260613_oci_math_suffix_py312_retry1
2026-06-13T08:39:01+02:00,3288918,pard_k9,RUNNING,17.26,5,2.224,2.70,10.85,57.60,18.84,5,"INFO 06-12 23:38:54 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 16.0 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 2.0%, Prefix cache hit rate: 15.7%","INFO 06-12 23:38:54 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.52, Accepted throughput: 9.67 tokens/s, Drafted throughput: 57.41 tokens/s, Accepted: 97 tokens, Drafted: 576 tokens, Per-position acceptance rate: 0.875, 0.531, 0.109, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 16.8%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T08:39:02+02:00,3288922,official_pard2_k9,RUNNING,6.04,5,0.778,1.05,0.28,51.87,0.52,5,"INFO 06-12 23:38:52 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.6%, Prefix cache hit rate: 43.6%","INFO 06-12 23:38:52 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.05, Accepted throughput: 0.30 tokens/s, Drafted throughput: 57.61 tokens/s, Accepted: 3 tokens, Drafted: 585 tokens, Per-position acceptance rate: 0.046, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 0.5%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T08:39:04+02:00,3288926,eagle3_k9,RUNNING,19.10,5,2.461,2.84,12.37,60.51,20.46,5,"INFO 06-12 23:39:03 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 18.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.5%, Prefix cache hit rate: 0.0%","INFO 06-12 23:39:03 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.75, Accepted throughput: 11.97 tokens/s, Drafted throughput: 61.42 tokens/s, Accepted: 121 tokens, Drafted: 621 tokens, Per-position acceptance rate: 0.942, 0.536, 0.174, 0.101, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 19.5%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T08:39:05+02:00,3288919,pard_k11,RUNNING,17.62,5,2.271,2.73,11.15,70.97,15.72,5,"INFO 06-12 23:38:59 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 17.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.7%, Prefix cache hit rate: 15.7%","INFO 06-12 23:38:59 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.72, Accepted throughput: 11.06 tokens/s, Drafted throughput: 70.63 tokens/s, Accepted: 112 tokens, Drafted: 715 tokens, Per-position acceptance rate: 0.954, 0.585, 0.185, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 15.7%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T08:39:06+02:00,3288921,official_pard2_k11,RUNNING,6.68,5,0.861,1.04,0.24,70.79,0.32,5,"INFO 06-12 23:38:57 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.6%, Prefix cache hit rate: 43.6%","INFO 06-12 23:38:57 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.02, Accepted throughput: 0.10 tokens/s, Drafted throughput: 71.00 tokens/s, Accepted: 1 tokens, Drafted: 715 tokens, Per-position acceptance rate: 0.015, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 0.1%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T08:39:08+02:00,3288927,eagle3_k11,RUNNING,19.34,5,2.492,2.87,12.60,74.11,17.02,5,"INFO 06-12 23:39:02 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 18.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.1%, Prefix cache hit rate: 0.0%","INFO 06-12 23:39:02 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.81, Accepted throughput: 12.05 tokens/s, Drafted throughput: 73.38 tokens/s, Accepted: 121 tokens, Drafted: 737 tokens, Per-position acceptance rate: 0.940, 0.552, 0.254, 0.060, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 16.4%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T08:47:02+02:00,3288484,baseline,RUNNING,7.94,5,1.000,,,,,0,"INFO 06-12 23:46:54 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 7.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.6%, Prefix cache hit rate: 21.1%",,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_baseline_offset0_n4_isl4096_osl32768_bs1_2_k0_20260613_oci_math
2026-06-13T08:47:04+02:00,3288487,suffix_k32,FAILED,,0,,,,,,0,,,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_20260613_oci_math
2026-06-13T08:47:05+02:00,3288488,pard_k5,RUNNING,18.02,5,2.270,2.93,11.87,30.82,38.54,5,"INFO 06-12 23:47:02 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 19.0 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 2.2%, Prefix cache hit rate: 43.5%","INFO 06-12 23:47:02 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 3.11, Accepted throughput: 12.91 tokens/s, Drafted throughput: 30.54 tokens/s, Accepted: 131 tokens, Drafted: 310 tokens, Per-position acceptance rate: 0.935, 0.742, 0.274, 0.129, 0.032, Avg Draft acceptance rate: 42.3%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260613_oci_math
2026-06-13T08:47:07+02:00,3288490,official_pard2_k1,RUNNING,6.48,5,0.816,1.05,0.28,6.22,4.48,5,"INFO 06-12 23:47:02 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 2.3%, Prefix cache hit rate: 43.6%","INFO 06-12 23:47:02 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.05, Accepted throughput: 0.30 tokens/s, Drafted throughput: 6.20 tokens/s, Accepted: 3 tokens, Drafted: 62 tokens, Per-position acceptance rate: 0.048, Avg Draft acceptance rate: 4.8%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k1_20260613_oci_math
2026-06-13T08:47:08+02:00,3288491,eagle3_k3,RUNNING,42.06,5,5.297,2.99,27.99,42.20,66.32,5,"INFO 06-12 23:46:59 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 41.3 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 2.1%, Prefix cache hit rate: 33.5%","INFO 06-12 23:46:59 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.93, Accepted throughput: 27.22 tokens/s, Drafted throughput: 42.32 tokens/s, Accepted: 274 tokens, Drafted: 426 tokens, Per-position acceptance rate: 0.951, 0.690, 0.289, Avg Draft acceptance rate: 64.3%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260613_oci_math
2026-06-13T08:47:09+02:00,3288594,suffix_k32,COMPLETED,88.70,5,11.171,11.25,80.82,92.64,87.22,5,"INFO 06-12 22:38:08 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 87.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.5%, Prefix cache hit rate: 59.3%","INFO 06-12 22:38:08 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 11.22, Accepted throughput: 79.50 tokens/s, Drafted throughput: 91.47 tokens/s, Accepted: 797 tokens, Drafted: 917 tokens, Per-position acceptance rate: 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.744, 0.744, 0.744, 0.744, 0.744, 0.500, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 86.9%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_20260613_oci_math_suffix_py312_retry1
2026-06-13T08:47:11+02:00,3288918,pard_k9,RUNNING,70.50,5,8.879,5.28,57.15,120.18,47.54,5,"INFO 06-12 23:47:07 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 74.6 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.8%, Prefix cache hit rate: 43.5%","INFO 06-12 23:47:07 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 5.57, Accepted throughput: 61.23 tokens/s, Drafted throughput: 120.45 tokens/s, Accepted: 613 tokens, Drafted: 1206 tokens, Per-position acceptance rate: 0.881, 0.761, 0.672, 0.604, 0.522, 0.396, 0.321, 0.246, 0.172, Avg Draft acceptance rate: 50.8%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T08:47:12+02:00,3288922,official_pard2_k9,RUNNING,6.74,5,0.849,1.05,0.30,58.05,0.50,5,"INFO 06-12 23:47:06 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.8%, Prefix cache hit rate: 43.6%","INFO 06-12 23:47:06 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.05, Accepted throughput: 0.30 tokens/s, Drafted throughput: 58.58 tokens/s, Accepted: 3 tokens, Drafted: 594 tokens, Per-position acceptance rate: 0.045, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 0.5%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T08:47:13+02:00,3288926,eagle3_k9,RUNNING,16.42,5,2.068,2.52,9.93,58.45,16.98,5,"INFO 06-12 23:47:07 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 15.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 0.0%","INFO 06-12 23:47:07 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.41, Accepted throughput: 8.85 tokens/s, Drafted throughput: 56.36 tokens/s, Accepted: 89 tokens, Drafted: 567 tokens, Per-position acceptance rate: 0.683, 0.524, 0.206, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 15.7%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T08:47:15+02:00,3288919,pard_k11,RUNNING,16.38,5,2.063,2.71,10.34,66.59,15.56,5,"INFO 06-12 23:47:12 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 17.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 2.2%, Prefix cache hit rate: 15.7%","INFO 06-12 23:47:12 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.97, Accepted throughput: 11.78 tokens/s, Drafted throughput: 65.88 tokens/s, Accepted: 118 tokens, Drafted: 660 tokens, Per-position acceptance rate: 0.983, 0.717, 0.267, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 17.9%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T08:47:16+02:00,3288921,official_pard2_k11,RUNNING,6.96,5,0.877,1.05,0.36,72.87,0.48,5,"INFO 06-12 23:47:10 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 7.0 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.8%, Prefix cache hit rate: 43.6%","INFO 06-12 23:47:10 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.06, Accepted throughput: 0.40 tokens/s, Drafted throughput: 73.05 tokens/s, Accepted: 4 tokens, Drafted: 737 tokens, Per-position acceptance rate: 0.045, 0.015, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 0.5%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
