job_id,dataset,model_group,label,method,method_detail,model,prompt_count,isl,osl,batch_sizes,log_path,latest_prompt_tok_s,latest_generation_tok_s,running_reqs,waiting_reqs,gpu_kv_cache_pct,prefix_cache_hit_pct,live_acceptance_pct,live_mean_acceptance_length,live_accepted_throughput,live_drafted_throughput,completed_batch_rows,last_completed_bs,last_completed_out_tok_s_gpu,last_completed_latency_s,last_completed_coverage_pct,latest_error,tail_status
2109540,verified,qwen235b,verified_osl32k_qwen235b_pard_k5,pard,pard_k5,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k5_20260612/slurm-2109540.out,0.0,316.3,16,0,10.6,3.5,39.8,2.99,210.43,529.29,0,,,,,,ok
2109545,verified,qwen235b,verified_osl32k_qwen235b_pard_k5,pard,pard_k5,Qwen/Qwen3-235B-A22B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k5_20260612/slurm-2109545.out,0.0,692.8,32,0,30.8,4.3,44.4,3.22,477.55,1076.16,0,,,,,,ok
2109518,verified,qwen235b,verified_osl32k_qwen235b_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k32_arctic_20260612/slurm-2109518.out,0.0,114.6,2,0,1.4,2.5,82.3,7.21,98.59,119.84,0,,,,,,ok
2109525,verified,qwen235b,verified_osl32k_qwen235b_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k32_arctic_20260612/slurm-2109525.out,0.0,205.6,3,0,2.1,3.0,94.5,9.29,183.19,193.95,0,,,,,,ok
2109534,verified,qwen235b,verified_osl32k_qwen235b_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k32_arctic_20260612/slurm-2109534.out,0.0,395.5,7,0,4.7,2.6,86.9,8.07,345.92,397.87,0,,,,,,ok
2109539,verified,qwen235b,verified_osl32k_qwen235b_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260612/slurm-2109539.out,0.0,1053.1,16,0,11.6,3.5,90.9,9.20,936.94,1030.62,0,,,,,,ok
2109544,verified,qwen235b,verified_osl32k_qwen235b_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-235B-A22B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260612/slurm-2109544.out,0.0,1738.8,30,0,27.3,4.3,90.1,9.14,1547.81,1717.54,0,,,,,,ok
2109296,verified,qwen30,verified_osl32k_qwen30_baseline,baseline,baseline,Qwen/Qwen3-30B-A3B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4_baseline_offset0_n4_isl4096_osl32768_bs4_20260612/slurm-2109296.out,0.0,79.6,4,0,0.6,50.7,,,,,0,,,,,,ok
2109303,verified,qwen30,verified_osl32k_qwen30_baseline,baseline,baseline,Qwen/Qwen3-30B-A3B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8_baseline_offset0_n8_isl4096_osl32768_bs8_20260612/slurm-2109303.out,0.0,148.2,8,0,34.3,2.6,,,,,0,,,,,,ok
2109310,verified,qwen30,verified_osl32k_qwen30_baseline,baseline,baseline,Qwen/Qwen3-30B-A3B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs16_baseline_offset0_n16_isl4096_osl32768_bs16_20260612/slurm-2109310.out,0.0,224.9,12,4,98.5,3.5,,,,,0,,,,,,ok
2109318,verified,qwen30,verified_osl32k_qwen30_baseline,baseline,baseline,Qwen/Qwen3-30B-A3B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_baseline_offset0_n32_isl4096_osl32768_bs32_20260612/slurm-2109318.out,,,,,,,,,,,0,,,,,srun: error: lyris0266: task 0: Exited with exit code 1,ok
2109389,verified,qwen30,verified_osl32k_qwen30_baseline,baseline,baseline,Qwen/Qwen3-30B-A3B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_baseline_offset0_n32_isl4096_osl32768_bs32_20260612_lowmbt/slurm-2109389.out,0.0,621.5,32,0,97.3,4.3,,,,,0,,,,,,ok
2109298,verified,qwen30,verified_osl32k_qwen30_pard_k5,pard,pard_k5,Qwen/Qwen3-30B-A3B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k5_20260612/slurm-2109298.out,0.0,249.4,4,0,10.0,50.7,66.0,4.30,191.42,289.87,0,,,,,,ok
2109305,verified,qwen30,verified_osl32k_qwen30_pard_k5,pard,pard_k5,Qwen/Qwen3-30B-A3B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k5_20260612/slurm-2109305.out,0.0,391.8,8,0,6.5,50.8,51.8,3.59,282.60,545.87,0,,,,,,ok
2109313,verified,qwen30,verified_osl32k_qwen30_pard_k5,pard,pard_k5,Qwen/Qwen3-30B-A3B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k5_20260612/slurm-2109313.out,0.0,134.4,7,0,98.0,3.5,28.8,2.44,79.30,275.45,0,,,,,,ok
2109320,verified,qwen30,verified_osl32k_qwen30_pard_k5,pard,pard_k5,Qwen/Qwen3-30B-A3B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k5_20260612/slurm-2109320.out,,,,,,,,,,,0,,,,,srun: error: lyris0268: task 0: Exited with exit code 1,ok
2109391,verified,qwen30,verified_osl32k_qwen30_pard_k5,pard,pard_k5,Qwen/Qwen3-30B-A3B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k5_20260612_lowmbt/slurm-2109391.out,0.0,303.9,15,0,85.4,4.3,32.4,2.62,187.92,579.83,0,,,,,,ok
2109297,verified,qwen30,verified_osl32k_qwen30_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k32_arctic_20260612/slurm-2109297.out,0.0,83.0,1,0,3.5,50.7,77.6,6.33,69.90,90.09,1,4,390.61,335.559,0.0,,ok
2109304,verified,qwen30,verified_osl32k_qwen30_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k32_arctic_20260612/slurm-2109304.out,0.0,129.9,1,0,4.3,50.8,78.4,9.78,116.60,148.74,1,8,941.59,278.406,0.0,,ok
2109311,verified,qwen30,verified_osl32k_qwen30_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260612/slurm-2109311.out,,,,,,,,,,,0,,,,,[2026-06-12T14:25:02.279] error: Failed to invoke spank plugin stack,ok
2109319,verified,qwen30,verified_osl32k_qwen30_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260612/slurm-2109319.out,,,,,,,,,,,0,,,,,srun: error: lyris0267: task 0: Exited with exit code 1,ok
2109390,verified,qwen30,verified_osl32k_qwen30_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260612_lowmbt/slurm-2109390.out,0.0,22.1,1,0,1.8,48.9,3.0,1.08,1.60,53.10,0,,,,,,ok
2109447,verified,qwen30,verified_osl32k_qwen30_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_bsweep_lyris_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260612_lowmbt_r2/slurm-2109447.out,0.0,230.9,1,0,3.1,51.2,94.8,12.05,213.44,225.18,1,16,1801.36,291.051,0.0,,ok
2109299,verified,qwen8,verified_osl32k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs4_baseline_offset0_n4_isl4096_osl32768_bs4_20260612/slurm-2109299.out,0.0,148.8,4,0,14.5,50.7,,,,,1,4,148.84,880.597,0.0,,ok
2109306,verified,qwen8,verified_osl32k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs8_baseline_offset0_n8_isl4096_osl32768_bs8_20260612/slurm-2109306.out,0.0,295.6,8,0,32.3,50.8,,,,,0,,,,,,ok
2109314,verified,qwen8,verified_osl32k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs16_baseline_offset0_n16_isl4096_osl32768_bs16_20260612/slurm-2109314.out,0.0,555.1,16,0,92.1,51.2,,,,,0,,,,,,ok
2109321,verified,qwen8,verified_osl32k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs32_baseline_offset0_n32_isl4096_osl32768_bs32_20260612/slurm-2109321.out,0.0,144.3,4,21,93.6,4.3,,,,,0,,,,,,ok
2109393,verified,qwen8,verified_osl32k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs32_baseline_offset0_n32_isl4096_osl32768_bs32_20260612_lowmbt/slurm-2109393.out,0.0,1214.2,32,0,6.7,48.0,,,,,0,,,,,,ok
2109302,verified,qwen8,verified_osl32k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k3_20260612/slurm-2109302.out,0.0,34.5,1,0,4.0,48.9,37.9,2.14,18.34,48.45,1,4,229.50,571.116,0.0,,ok
2109309,verified,qwen8,verified_osl32k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k3_20260612/slurm-2109309.out,0.0,49.4,1,0,4.9,49.4,41.0,2.23,27.26,66.56,1,8,462.77,566.466,0.0,,ok
2109317,verified,qwen8,verified_osl32k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k3_20260612/slurm-2109317.out,0.0,40.4,1,0,8.4,1.9,49.2,2.48,24.09,48.98,1,16,738.43,710.001,0.0,,ok
2109325,verified,qwen8,verified_osl32k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260612/slurm-2109325.out,,,,,,,,,,,0,,,,,srun: error: lyris0256: task 0: Exited with exit code 1,ok
2109397,verified,qwen8,verified_osl32k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260612_lowmbt/slurm-2109397.out,0.0,58.3,1,0,4.0,2.3,37.8,2.14,31.03,82.00,1,32,1482.58,707.264,0.0,,ok
2109301,verified,qwen8,verified_osl32k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k5_20260612/slurm-2109301.out,0.0,32.1,3,0,18.6,3.0,0.6,1.03,1.00,155.34,0,,,,,,ok
2109308,verified,qwen8,verified_osl32k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k5_20260612/slurm-2109308.out,0.0,67.4,6,0,38.8,2.6,1.2,1.06,3.77,318.14,0,,,,,,ok
2109316,verified,qwen8,verified_osl32k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k5_20260612/slurm-2109316.out,0.0,96.0,10,5,91.4,3.5,0.9,1.05,4.19,458.88,0,,,,,,ok
2109324,verified,qwen8,verified_osl32k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k5_20260612/slurm-2109324.out,0.0,24.2,2,29,94.0,4.3,0.8,1.04,0.89,116.32,0,,,,,,ok
2109395,verified,qwen8,verified_osl32k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k5_20260612_lowmbt/slurm-2109395.out,0.0,226.1,22,8,99.5,4.3,1.7,1.09,17.93,1040.91,0,,,,,,ok
2109300,verified,qwen8,verified_osl32k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k32_arctic_20260612/slurm-2109300.out,0.0,202.5,1,0,3.5,50.7,92.6,11.46,184.86,199.63,1,4,846.22,154.890,0.0,,ok
2109307,verified,qwen8,verified_osl32k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k32_arctic_20260612/slurm-2109307.out,0.0,226.1,1,0,4.1,50.8,100.0,13.00,208.73,208.73,1,8,1397.79,187.541,0.0,,ok
2109315,verified,qwen8,verified_osl32k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260612/slurm-2109315.out,0.0,225.7,1,0,5.8,51.2,100.0,13.00,208.37,208.37,1,16,2597.43,201.849,0.0,,ok
2109323,verified,qwen8,verified_osl32k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260612/slurm-2109323.out,0.0,2236.3,8,7,99.3,10.7,92.6,10.41,2015.55,2176.44,0,,,,,,ok
2109394,verified,qwen8,verified_osl32k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl32k_bsweep_lyris_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260612_lowmbt/slurm-2109394.out,0.0,88.4,1,0,3.5,48.0,54.0,5.22,71.42,132.28,1,32,2405.20,435.962,0.0,,ok
2102220,verified,qwen30,verified_osl64k_qwen30_baseline,baseline,baseline,Qwen/Qwen3-30B-A3B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl64k_lyris_baseline_offset0_n2_isl4096_osl65536_bs1_20260611/slurm-2102220.out,0.0,20.3,1,0,6.4,27.0,,,,,1,1,19.92,6579.678,0.0,,ok
2102222,verified,qwen30,verified_osl64k_qwen30_pard_k5,pard,pard_k5,Qwen/Qwen3-30B-A3B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl64k_lyris_pard_offset0_n2_isl4096_osl65536_bs1_k5_20260611/slurm-2102222.out,0.0,6.9,1,0,14.1,27.0,0.0,1.00,0.00,34.62,1,1,15.20,8622.063,0.0,,ok
2102221,verified,qwen30,verified_osl64k_qwen30_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl64k_lyris_suffix_offset0_n2_isl4096_osl65536_bs1_k32_arctic_20260611/slurm-2102221.out,0.0,92.6,1,0,6.4,27.0,100.0,13.00,85.47,85.47,1,1,72.48,1808.293,0.0,,ok
2102223,verified,qwen8,verified_osl64k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl64k_lyris_baseline_offset0_n2_isl4096_osl65536_bs1_20260611/slurm-2102223.out,0.0,36.9,1,0,6.7,27.0,,,,,1,1,36.89,3553.295,0.0,,ok
2102301,verified,qwen8,verified_osl64k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl64k_lyris_eagle3_offset0_n2_isl4096_osl65536_bs1_k3_20260611/slurm-2102301.out,0.0,9.2,1,0,7.1,25.1,0.0,1.00,0.00,27.56,1,1,22.35,5864.017,0.0,,ok
2102300,verified,qwen8,verified_osl64k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl64k_lyris_pard2_offset0_n2_isl4096_osl65536_bs1_k5_20260611/slurm-2102300.out,0.0,8.9,1,0,12.0,27.0,0.0,1.00,0.00,44.65,1,1,13.37,9806.672,0.0,,ok
2102225,verified,qwen8,verified_osl64k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl64k_lyris_suffix_offset0_n2_isl4096_osl65536_bs1_k32_arctic_20260611/slurm-2102225.out,0.0,118.0,1,0,6.7,27.0,100.0,13.00,108.90,108.90,1,1,165.08,794.009,0.0,,ok
2103166,verified,qwen8,verified_osl96k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,1,4096,98304,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl96k_lyris_maxctxdiag_baseline_offset0_n1_isl4096_osl98304_bs1_20260612/slurm-2103166.out,0.0,36.9,1,0,10.2,48.6,,,,,1,1,37.13,2647.430,0.0,,ok
2103213,verified,qwen8,verified_osl96k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,1,4096,98304,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl96k_lyris_after2103166_eagle3_offset0_n1_isl4096_osl98304_bs1_k3_20260612/slurm-2103213.out,0.0,6.3,1,0,10.9,46.8,0.0,1.00,0.00,18.82,1,1,13.39,7343.426,0.0,,ok
2103214,verified,qwen8,verified_osl96k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,1,4096,98304,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl96k_lyris_after2103166_pard2_offset0_n1_isl4096_osl98304_bs1_k5_20260612/slurm-2103214.out,0.0,6.4,1,0,17.8,48.6,0.0,1.00,0.00,31.77,0,,,,,[2026-06-12T08:03:41.007] error: *** JOB 2103214 ON lyris0155 CANCELLED AT 2026-06-12T08:03:41 DUE TO TIME LIMIT ***,ok
2103212,verified,qwen8,verified_osl96k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,1,4096,98304,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl96k_lyris_after2103166_suffix_offset0_n1_isl4096_osl98304_bs1_k32_arctic_20260612/slurm-2103212.out,0.0,7.2,1,0,10.2,48.6,5.6,1.16,0.99,17.58,1,1,16.40,5992.984,0.0,,ok
2102302,verified,qwen30,verified_osl128k_qwen30_baseline,baseline,baseline,Qwen/Qwen3-30B-A3B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl128k_lyris_baseline_offset0_n1_isl4096_osl131072_bs1_20260611/slurm-2102302.out,0.0,20.1,1,0,13.7,48.6,,,,,1,1,19.97,6562.324,0.0,,ok
2102304,verified,qwen30,verified_osl128k_qwen30_pard_k5,pard,pard_k5,Qwen/Qwen3-30B-A3B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl128k_lyris_pard_offset0_n1_isl4096_osl131072_bs1_k5_20260611/slurm-2102304.out,0.0,3.6,1,0,29.8,0.0,0.0,1.00,0.00,18.04,0,,,,,[2026-06-12T02:58:10.007] error: *** JOB 2102304 ON lyris0111 CANCELLED AT 2026-06-12T02:58:10 DUE TO TIME LIMIT ***,ok
2102303,verified,qwen30,verified_osl128k_qwen30_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl128k_lyris_suffix_offset0_n1_isl4096_osl131072_bs1_k32_arctic_20260611/slurm-2102303.out,0.0,47.6,1,0,13.7,48.6,100.0,13.00,43.97,43.97,1,1,86.30,1518.841,0.0,,ok
2102305,verified,qwen8,verified_osl128k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_baseline_offset0_n1_isl4096_osl131072_bs1_20260611/slurm-2102305.out,0.0,36.4,1,0,4.6,0.0,,,,,0,,,,,srun: error: lyris0236: task 0: Exited with exit code 1,ok
