job_id,domain,model_group,k,temperature,batch_size,method,isl,osl,logs_dir,source
3460409,math,qwen8,16,1.0,2,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460410,math,qwen8,16,1.0,4,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460411,math,qwen8,16,1.0,8,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460412,math,qwen8,16,1.0,16,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460413,math,qwen8,16,1.0,32,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460353,math,qwen8,16,0.0,1,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460355,math,qwen8,16,0.0,2,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460357,math,qwen8,16,0.0,4,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460359,math,qwen8,16,0.0,8,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460360,math,qwen8,16,0.0,16,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460361,math,qwen8,16,0.0,32,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460362,math,qwen8,16,1.0,1,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t10_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460363,math,qwen8,16,1.0,2,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t10_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460364,math,qwen8,16,1.0,4,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t10_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460365,math,qwen8,16,1.0,8,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t10_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460368,math,qwen8,16,1.0,16,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t10_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460385,math,qwen8,16,1.0,32,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t10_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
